Machine Module,Spectrum Analyzer
8.680182e+08,-7.844413e+01
8.680185e+08,-7.939628e+01
8.680188e+08,-7.880546e+01
8.680192e+08,-7.758964e+01
8.680195e+08,-7.712577e+01
8.680198e+08,-8.039726e+01
8.680202e+08,-7.971855e+01
8.680205e+08,-7.857108e+01
8.680208e+08,-7.829765e+01
8.680211e+08,-7.809257e+01
8.680215e+08,-7.828300e+01
8.680218e+08,-7.895683e+01
8.680221e+08,-7.998710e+01
8.680225e+08,-8.026054e+01
8.680228e+08,-8.191093e+01
8.680231e+08,-8.290214e+01
8.680234e+08,-8.427421e+01
8.680238e+08,-8.559745e+01
8.680241e+08,-8.452323e+01
8.680244e+08,-8.231620e+01
8.680248e+08,-8.033378e+01
8.680251e+08,-7.932792e+01
8.680254e+08,-7.767753e+01
8.680257e+08,-7.700370e+01
8.680261e+08,-7.675468e+01
8.680264e+08,-7.609550e+01
8.680267e+08,-7.605155e+01
8.680271e+08,-7.594901e+01
8.680274e+08,-7.588065e+01
8.680277e+08,-7.622733e+01
8.680280e+08,-7.638358e+01
8.680284e+08,-7.716483e+01
8.680287e+08,-7.711601e+01
8.680290e+08,-7.770194e+01
8.680294e+08,-7.897147e+01
8.680297e+08,-7.984062e+01
8.680300e+08,-8.191093e+01
8.680303e+08,-8.162284e+01
8.680307e+08,-8.078788e+01
8.680310e+08,-8.061210e+01
8.680313e+08,-8.093437e+01
8.680317e+08,-8.152519e+01
8.680320e+08,-8.263847e+01
8.680323e+08,-8.366874e+01
8.680326e+08,-8.123710e+01
8.680330e+08,-7.983085e+01
8.680333e+08,-7.923026e+01
8.680336e+08,-7.887870e+01
8.680340e+08,-7.851249e+01
8.680343e+08,-7.871269e+01
8.680346e+08,-7.799980e+01
8.680349e+08,-7.807792e+01
8.680353e+08,-7.881034e+01
8.680356e+08,-7.985526e+01
8.680359e+08,-7.963554e+01
8.680362e+08,-7.816581e+01
8.680366e+08,-7.731132e+01
8.680369e+08,-7.653983e+01
8.680372e+08,-7.638358e+01
8.680376e+08,-7.641288e+01
8.680379e+08,-7.646171e+01
8.680382e+08,-7.690605e+01
8.680385e+08,-7.759940e+01
8.680389e+08,-7.767753e+01
8.680392e+08,-7.822929e+01
8.680395e+08,-7.787284e+01
8.680399e+08,-7.669608e+01
8.680402e+08,-7.506034e+01
8.680405e+08,-7.456230e+01
8.680408e+08,-7.351249e+01
8.680412e+08,-7.255058e+01
8.680415e+08,-7.220390e+01
8.680418e+08,-7.160819e+01
8.680422e+08,-7.148612e+01
8.680425e+08,-7.174491e+01
8.680428e+08,-7.081718e+01
8.680431e+08,-7.058280e+01
8.680435e+08,-7.054374e+01
8.680438e+08,-7.072440e+01
8.680441e+08,-7.103690e+01
8.680445e+08,-7.168144e+01
8.680448e+08,-7.287772e+01
8.680451e+08,-7.353202e+01
8.680454e+08,-7.472831e+01
8.680458e+08,-7.645683e+01
8.680461e+08,-7.724296e+01
8.680464e+08,-7.918144e+01
8.680468e+08,-8.124687e+01
8.680471e+08,-8.156913e+01
8.680474e+08,-8.134452e+01
8.680477e+08,-8.120292e+01
8.680481e+08,-8.097343e+01
8.680484e+08,-8.131034e+01
8.680487e+08,-8.215995e+01
8.680491e+08,-8.334647e+01
8.680494e+08,-8.558280e+01
8.680497e+08,-7.692558e+01
8.680500e+08,-7.695487e+01
8.680504e+08,-7.727714e+01
8.680507e+08,-7.773612e+01
8.680510e+08,-7.980644e+01
8.680514e+08,-7.823905e+01
8.680517e+08,-7.718437e+01
8.680520e+08,-7.704276e+01
8.680523e+08,-7.676444e+01
8.680527e+08,-7.673515e+01
8.680530e+08,-7.696952e+01
8.680533e+08,-7.717460e+01
8.680537e+08,-7.805351e+01
8.680540e+08,-7.911308e+01
8.680543e+08,-7.972831e+01
8.680546e+08,-8.120292e+01
8.680550e+08,-8.263358e+01
8.680553e+08,-8.359062e+01
8.680556e+08,-8.321952e+01
8.680559e+08,-8.371269e+01
8.680563e+08,-8.322440e+01
8.680566e+08,-8.411308e+01
8.680569e+08,-8.549491e+01
8.680573e+08,-8.615897e+01
8.680576e+08,-8.337577e+01
8.680579e+08,-8.293144e+01
8.680582e+08,-8.210624e+01
8.680586e+08,-8.114921e+01
8.680589e+08,-8.151054e+01
8.680592e+08,-8.196464e+01
8.680596e+08,-8.149101e+01
8.680599e+08,-7.976249e+01
8.680602e+08,-7.833671e+01
8.680605e+08,-7.755546e+01
8.680609e+08,-7.683280e+01
8.680612e+08,-7.715995e+01
8.680615e+08,-7.714042e+01
8.680619e+08,-7.729667e+01
8.680622e+08,-7.817069e+01
8.680625e+08,-7.925956e+01
8.680628e+08,-8.038749e+01
8.680632e+08,-7.930351e+01
8.680635e+08,-7.812675e+01
8.680638e+08,-7.702812e+01
8.680642e+08,-7.683769e+01
8.680645e+08,-7.694511e+01
8.680648e+08,-7.698417e+01
8.680651e+08,-7.754569e+01
8.680655e+08,-7.840019e+01
8.680658e+08,-7.941581e+01
8.680661e+08,-8.057792e+01
8.680665e+08,-8.048515e+01
8.680668e+08,-7.694511e+01
8.680671e+08,-7.543632e+01
8.680674e+08,-7.463554e+01
8.680678e+08,-7.401542e+01
8.680681e+08,-7.362480e+01
8.680684e+08,-7.353690e+01
8.680688e+08,-7.407401e+01
8.680691e+08,-7.459647e+01
8.680694e+08,-7.577323e+01
8.680697e+08,-7.620292e+01
8.680701e+08,-7.774589e+01
8.680704e+08,-7.945487e+01
8.680707e+08,-8.086112e+01
8.680711e+08,-8.133476e+01
8.680714e+08,-8.174003e+01
8.680717e+08,-8.144218e+01
8.680720e+08,-8.164726e+01
8.680724e+08,-8.205253e+01
8.680727e+08,-8.056327e+01
8.680730e+08,-7.954765e+01
8.680734e+08,-7.949882e+01
8.680737e+08,-7.921073e+01
8.680740e+08,-7.930839e+01
8.680743e+08,-7.982108e+01
8.680747e+08,-8.068046e+01
8.680750e+08,-8.251640e+01
8.680753e+08,-8.391776e+01
8.680756e+08,-8.447929e+01
8.680760e+08,-8.350761e+01
8.680763e+08,-8.294120e+01
8.680766e+08,-8.279960e+01
8.680770e+08,-8.206230e+01
8.680773e+08,-8.193046e+01
8.680776e+08,-8.159355e+01
8.680779e+08,-8.143241e+01
8.680783e+08,-8.136894e+01
8.680786e+08,-8.206230e+01
8.680789e+08,-8.286796e+01
8.680793e+08,-8.203788e+01
8.680796e+08,-8.017753e+01
8.680799e+08,-7.624198e+01
8.680802e+08,-7.441581e+01
8.680806e+08,-7.394706e+01
8.680809e+08,-7.317558e+01
8.680812e+08,-7.308769e+01
8.680816e+08,-7.302909e+01
8.680819e+08,-7.345878e+01
8.680822e+08,-7.355155e+01
8.680825e+08,-7.446464e+01
8.680829e+08,-7.595390e+01
8.680832e+08,-7.687675e+01
8.680835e+08,-7.675956e+01
8.680839e+08,-7.716483e+01
8.680842e+08,-7.655448e+01
8.680845e+08,-7.648124e+01
8.680848e+08,-7.637382e+01
8.680852e+08,-7.619315e+01
8.680855e+08,-7.622245e+01
8.680858e+08,-7.657401e+01
8.680862e+08,-7.653007e+01
8.680865e+08,-7.786796e+01
8.680868e+08,-7.832694e+01
8.680871e+08,-7.854179e+01
8.680875e+08,-7.753105e+01
8.680878e+08,-7.667655e+01
8.680881e+08,-7.657890e+01
8.680885e+08,-7.666190e+01
8.680888e+08,-7.694022e+01
8.680891e+08,-8.129081e+01
8.680894e+08,-7.531425e+01
8.680898e+08,-7.225272e+01
8.680901e+08,-7.108085e+01
8.680904e+08,-6.959647e+01
8.680908e+08,-6.860038e+01
8.680911e+08,-6.834647e+01
8.680914e+08,-6.786796e+01
8.680917e+08,-6.795585e+01
8.680921e+08,-6.809257e+01
8.680924e+08,-6.830253e+01
8.680927e+08,-6.895194e+01
8.680931e+08,-6.997733e+01
8.680934e+08,-7.033866e+01
8.680937e+08,-7.083183e+01
8.680940e+08,-7.128105e+01
8.680944e+08,-7.158378e+01
8.680947e+08,-7.258964e+01
8.680950e+08,-7.390312e+01
8.680953e+08,-7.425468e+01
8.680957e+08,-7.255546e+01
8.680960e+08,-7.051444e+01
8.680963e+08,-6.922538e+01
8.680967e+08,-6.723319e+01
8.680970e+08,-6.512382e+01
8.680973e+08,-6.426933e+01
8.680976e+08,-6.259940e+01
8.680980e+08,-6.131034e+01
8.680983e+08,-6.057304e+01
8.680986e+08,-5.955253e+01
8.680990e+08,-5.873222e+01
8.680993e+08,-5.835136e+01
8.680996e+08,-5.788261e+01
8.680999e+08,-5.777030e+01
8.681003e+08,-5.681815e+01
8.681006e+08,-5.545585e+01
8.681009e+08,-5.355155e+01
8.681013e+08,-5.211601e+01
8.681016e+08,-4.901054e+01
8.681019e+08,-4.559745e+01
8.681022e+08,-4.372733e+01
8.681026e+08,-3.983573e+01
8.681029e+08,-3.604667e+01
8.681032e+08,-3.425468e+01
8.681036e+08,-3.093925e+01
8.681039e+08,-2.798515e+01
8.681042e+08,-2.539726e+01
8.681045e+08,-2.423515e+01
8.681049e+08,-2.218437e+01
8.681052e+08,-2.049491e+01
8.681055e+08,-1.978202e+01
8.681059e+08,-1.862480e+01
8.681062e+08,-1.782401e+01
8.681065e+08,-1.755546e+01
8.681068e+08,-1.727714e+01
8.681072e+08,-1.727714e+01
8.681075e+08,-1.753593e+01
8.681078e+08,-1.779472e+01
8.681082e+08,-1.857597e+01
8.681085e+08,-1.970878e+01
8.681088e+08,-2.040214e+01
8.681091e+08,-2.204276e+01
8.681095e+08,-2.402030e+01
8.681098e+08,-2.512870e+01
8.681101e+08,-7.362968e+01
8.681105e+08,-7.362968e+01
8.681108e+08,-7.353690e+01
8.681111e+08,-7.390312e+01
8.681114e+08,-7.432304e+01
8.681118e+08,-7.344413e+01
8.681121e+08,-7.281425e+01
8.681124e+08,-7.139823e+01
8.681128e+08,-7.052421e+01
8.681131e+08,-6.826835e+01
8.681134e+08,-6.598808e+01
8.681137e+08,-6.496757e+01
8.681141e+08,-6.314140e+01
8.681144e+08,-6.164726e+01
8.681147e+08,-6.104667e+01
8.681150e+08,-5.990409e+01
8.681154e+08,-5.907401e+01
8.681157e+08,-5.867851e+01
8.681160e+08,-5.784843e+01
8.681164e+08,-5.717460e+01
8.681167e+08,-5.656425e+01
8.681170e+08,-5.534843e+01
8.681173e+08,-5.494804e+01
8.681177e+08,-5.421562e+01
8.681180e+08,-4.870780e+01
8.681183e+08,-4.441093e+01
8.681187e+08,-4.238456e+01
8.681190e+08,-3.855644e+01
8.681193e+08,-3.498710e+01
8.681196e+08,-3.168144e+01
8.681200e+08,-3.014335e+01
8.681203e+08,-2.731132e+01
8.681206e+08,-2.482108e+01
8.681210e+08,-2.370292e+01
8.681213e+08,-2.173515e+01
8.681216e+08,-2.011894e+01
8.681219e+08,-1.944511e+01
8.681223e+08,-1.836112e+01
8.681226e+08,-1.762870e+01
8.681229e+08,-1.739921e+01
8.681233e+08,-1.720390e+01
8.681236e+08,-1.722831e+01
8.681239e+08,-1.755546e+01
8.681242e+08,-1.784843e+01
8.681246e+08,-1.870292e+01
8.681249e+08,-1.989921e+01
8.681252e+08,-2.062675e+01
8.681256e+08,-2.233085e+01
8.681259e+08,-2.437187e+01
8.681262e+08,-2.551933e+01
8.681265e+08,-2.802909e+01
8.681269e+08,-3.087089e+01
8.681272e+08,-3.396659e+01
8.681275e+08,-3.559745e+01
8.681279e+08,-3.919120e+01
8.681282e+08,-4.293632e+01
8.681285e+08,-4.456718e+01
8.681288e+08,-4.829276e+01
8.681292e+08,-5.195976e+01
8.681295e+08,-5.356132e+01
8.681298e+08,-5.663749e+01
8.681302e+08,-5.844901e+01
8.681305e+08,-5.860038e+01
8.681308e+08,-5.886405e+01
8.681311e+08,-5.926933e+01
8.681315e+08,-5.949882e+01
8.681318e+08,-6.017265e+01
8.681321e+08,-6.101737e+01
8.681325e+08,-6.164726e+01
8.681328e+08,-6.298026e+01
8.681331e+08,-6.442069e+01
8.681334e+08,-6.533866e+01
8.681338e+08,-6.681327e+01
8.681341e+08,-6.883476e+01
8.681344e+08,-7.104667e+01
8.681347e+08,-7.234062e+01
8.681351e+08,-7.527519e+01
8.681354e+08,-7.853202e+01
8.681357e+08,-7.891776e+01
8.681361e+08,-7.990897e+01
8.681364e+08,-8.257499e+01
8.681367e+08,-7.873222e+01
8.681370e+08,-7.613944e+01
8.681374e+08,-7.512870e+01
8.681377e+08,-7.394218e+01
8.681380e+08,-7.303397e+01
8.681384e+08,-7.290702e+01
8.681387e+08,-7.263847e+01
8.681390e+08,-7.277030e+01
8.681393e+08,-7.291190e+01
8.681397e+08,-7.340507e+01
8.681400e+08,-1.742851e+01
8.681403e+08,-1.788749e+01
8.681407e+08,-1.825370e+01
8.681410e+08,-1.924003e+01
8.681413e+08,-2.057304e+01
8.681416e+08,-2.137382e+01
8.681420e+08,-2.321464e+01
8.681423e+08,-2.538261e+01
8.681426e+08,-2.793632e+01
8.681430e+08,-2.933769e+01
8.681433e+08,-3.216483e+01
8.681436e+08,-3.536796e+01
8.681439e+08,-3.706718e+01
8.681443e+08,-4.066093e+01
8.681446e+08,-4.468925e+01
8.681449e+08,-4.641288e+01
8.681453e+08,-4.996269e+01
8.681456e+08,-5.384452e+01
8.681459e+08,-5.551444e+01
8.681462e+08,-5.832694e+01
8.681466e+08,-6.068534e+01
8.681469e+08,-6.104667e+01
8.681472e+08,-6.064140e+01
8.681476e+08,-6.057304e+01
8.681479e+08,-6.057792e+01
8.681482e+08,-6.095390e+01
8.681485e+08,-6.175956e+01
8.681489e+08,-6.231132e+01
8.681492e+08,-6.362480e+01
8.681495e+08,-6.512870e+01
8.681499e+08,-6.650077e+01
8.681502e+08,-6.710136e+01
8.681505e+08,-6.871269e+01
8.681508e+08,-7.074394e+01
8.681512e+08,-7.203300e+01
8.681515e+08,-7.463065e+01
8.681518e+08,-7.717460e+01
8.681522e+08,-7.748222e+01
8.681525e+08,-7.810722e+01
8.681528e+08,-7.853690e+01
8.681531e+08,-7.703300e+01
8.681535e+08,-7.482108e+01
8.681538e+08,-7.422538e+01
8.681541e+08,-7.299491e+01
8.681544e+08,-7.205741e+01
8.681548e+08,-7.175956e+01
8.681551e+08,-7.126151e+01
8.681554e+08,-7.101737e+01
8.681558e+08,-7.108085e+01
8.681561e+08,-7.109062e+01
8.681564e+08,-7.151542e+01
8.681567e+08,-7.216483e+01
8.681571e+08,-7.271659e+01
8.681574e+08,-7.332206e+01
8.681577e+08,-7.470390e+01
8.681581e+08,-7.625663e+01
8.681584e+08,-7.752128e+01
8.681587e+08,-7.823905e+01
8.681590e+08,-7.831718e+01
8.681594e+08,-7.828788e+01
8.681597e+08,-7.792167e+01
8.681600e+08,-7.817069e+01
8.681604e+08,-7.834647e+01
8.681607e+08,-7.854179e+01
8.681610e+08,-7.964530e+01
8.681613e+08,-8.030448e+01
8.681617e+08,-8.020683e+01
8.681620e+08,-7.954765e+01
8.681623e+08,-7.858085e+01
8.681627e+08,-7.785331e+01
8.681630e+08,-7.803886e+01
8.681633e+08,-7.750175e+01
8.681636e+08,-7.788749e+01
8.681640e+08,-7.857108e+01
8.681643e+08,-7.856132e+01
8.681646e+08,-7.897147e+01
8.681650e+08,-7.957694e+01
8.681653e+08,-7.925468e+01
8.681656e+08,-7.900077e+01
8.681659e+08,-7.920097e+01
8.681663e+08,-7.944022e+01
8.681666e+08,-8.005058e+01
8.681669e+08,-8.130058e+01
8.681673e+08,-8.222343e+01
8.681676e+08,-8.318534e+01
8.681679e+08,-8.356620e+01
8.681682e+08,-8.249687e+01
8.681686e+08,-8.049003e+01
8.681689e+08,-7.972343e+01
8.681692e+08,-7.921073e+01
8.681696e+08,-7.767265e+01
8.681699e+08,-6.454765e+01
8.681702e+08,-6.469901e+01
8.681705e+08,-6.491874e+01
8.681709e+08,-6.591972e+01
8.681712e+08,-6.756034e+01
8.681715e+08,-6.833671e+01
8.681719e+08,-6.812187e+01
8.681722e+08,-6.701835e+01
8.681725e+08,-6.672050e+01
8.681728e+08,-6.641288e+01
8.681732e+08,-6.640800e+01
8.681735e+08,-6.663261e+01
8.681738e+08,-6.665214e+01
8.681741e+08,-6.711112e+01
8.681745e+08,-6.793144e+01
8.681748e+08,-6.855155e+01
8.681751e+08,-6.992851e+01
8.681755e+08,-7.127616e+01
8.681758e+08,-7.185233e+01
8.681761e+08,-7.199394e+01
8.681764e+08,-7.202323e+01
8.681768e+08,-7.215507e+01
8.681771e+08,-7.255058e+01
8.681774e+08,-7.314140e+01
8.681778e+08,-7.292167e+01
8.681781e+08,-7.276054e+01
8.681784e+08,-7.317558e+01
8.681787e+08,-7.353202e+01
8.681791e+08,-7.440605e+01
8.681794e+08,-7.569022e+01
8.681797e+08,-7.566093e+01
8.681801e+08,-7.503105e+01
8.681804e+08,-7.416190e+01
8.681807e+08,-7.435233e+01
8.681810e+08,-7.449394e+01
8.681814e+08,-7.514823e+01
8.681817e+08,-7.587089e+01
8.681820e+08,-7.628105e+01
8.681824e+08,-7.504569e+01
8.681827e+08,-7.462089e+01
8.681830e+08,-7.396171e+01
8.681833e+08,-7.267753e+01
8.681837e+08,-7.201835e+01
8.681840e+08,-7.136405e+01
8.681843e+08,-7.109062e+01
8.681847e+08,-7.106132e+01
8.681850e+08,-7.150565e+01
8.681853e+08,-7.223808e+01
8.681856e+08,-7.500175e+01
8.681860e+08,-7.418632e+01
8.681863e+08,-7.219413e+01
8.681866e+08,-7.166679e+01
8.681870e+08,-7.110038e+01
8.681873e+08,-7.099296e+01
8.681876e+08,-7.102714e+01
8.681879e+08,-7.168144e+01
8.681883e+08,-7.178397e+01
8.681886e+08,-7.327812e+01
8.681889e+08,-7.706230e+01
8.681893e+08,-7.296073e+01
8.681896e+08,-7.194022e+01
8.681899e+08,-7.153495e+01
8.681902e+08,-7.163749e+01
8.681906e+08,-7.216483e+01
8.681909e+08,-7.363456e+01
8.681912e+08,-7.405937e+01
8.681916e+08,-7.303397e+01
8.681919e+08,-7.245780e+01
8.681922e+08,-7.152030e+01
8.681925e+08,-7.125663e+01
8.681929e+08,-7.113456e+01
8.681932e+08,-7.143241e+01
8.681935e+08,-7.177421e+01
8.681938e+08,-7.255546e+01
8.681942e+08,-7.315605e+01
8.681945e+08,-7.425468e+01
8.681948e+08,-7.535819e+01
8.681952e+08,-7.482108e+01
8.681955e+08,-7.352226e+01
8.681958e+08,-7.260429e+01
8.681961e+08,-7.232597e+01
8.681965e+08,-7.222343e+01
8.681968e+08,-7.221366e+01
8.681971e+08,-7.260429e+01
8.681975e+08,-7.316581e+01
8.681978e+08,-7.341972e+01
8.681981e+08,-7.339042e+01
8.681984e+08,-7.354667e+01
8.681988e+08,-7.407890e+01
8.681991e+08,-7.528983e+01
8.681994e+08,-7.586112e+01
8.681998e+08,-7.831718e+01
8.682001e+08,-8.393730e+01
8.682004e+08,-8.257987e+01
8.682007e+08,-8.208183e+01
8.682011e+08,-8.184745e+01
8.682014e+08,-8.161796e+01
8.682017e+08,-8.164237e+01
8.682021e+08,-8.145683e+01
8.682024e+08,-8.167655e+01
8.682027e+08,-8.206718e+01
8.682030e+08,-8.286796e+01
8.682034e+08,-8.480155e+01
8.682037e+08,-8.487480e+01
8.682040e+08,-8.566581e+01
8.682044e+08,-8.863456e+01
8.682047e+08,-8.670097e+01
8.682050e+08,-8.325858e+01
8.682053e+08,-8.275077e+01
8.682057e+08,-8.084647e+01
